id_client;Date_traitement_BD;FinMois;prêt_hypothécaire;transit_admin;type_pret;mnt_pret;hyp_terme;hyp_amortis;taux_facture;date_creation;an_construction_imm;nbr_logements;num_transit_ouverture;date_debut_prêt;type;canal_admin;canal;canal_origine
cli_id_33496;2018-07-01;2018-07-31;hytp_4832;4271;TEU;35500;60;240;2.59;2017-05-17;1979;1;4271;2017-06-10;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33496;2018-07-01;2018-07-31;hytp_4833;4271;PH;86616;60;208;2.69;2012-08-21;1948;4;4271;2017-09-08;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33496;2018-07-01;2018-07-31;hytp_4834;4271;TEU;80000;48;245;2.74;2012-06-08;1979;1;5831;2016-05-29;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33496;2018-07-01;2018-07-31;hytp_4835;4271;TEU;38000;48;245;2.74;2012-06-08;1979;1;5831;2016-05-29;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33508;2018-07-01;2018-07-31;hytp_4836;13791;PH;183353.95;48;186;3.29;2009-07-02;1993;1;5831;2018-06-17;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33508;2018-07-01;2018-07-31;hytp_4837;13791;PH;10500;60;60;2.5;2011-07-08;1993;1;13791;2016-07-02;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33519;2018-07-01;2018-07-31;hytp_4838;13891;PH;195225;1;251;3;2014-04-25;2005;1;7871;2014-04-24;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_33522;2018-07-01;2018-07-31;hytp_4839;3811;TEU;348000;1;317;3.05;2016-11-17;1950;1;7871;2016-11-17;Variable sans plafond 5 ans;Succursale hors Québec;Courtier Québec;Courtier Québec
cli_id_33532;2018-07-01;2018-07-31;hytp_4840;12661;TEU;244000;48;219;2.4;2011-11-28;1970;1;7871;2016-11-06;48 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_33542;2018-07-01;2018-07-31;hytp_4841;5211;TEU;63000;60;82;2.64;2012-06-11;1950;1;5211;2017-06-10;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33549;2018-07-01;2018-07-31;hytp_4842;491;PH;46500;26;28;2.94;2003-10-03;1979;1;491;2016-06-01;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33551;2018-07-01;2018-07-31;hytp_4843;4381;TEU;100000;36;60;2.42;2017-02-22;1990;1;4381;2017-02-26;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33551;2018-07-01;2018-07-31;hytp_4844;4381;TEU;50000;36;120;2.45;2017-08-25;1990;1;4381;2017-08-27;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33552;2018-07-01;2018-07-31;hytp_4845;11091;PH;193050;36;300;3.1;2018-04-18;1970;1;11091;2018-05-15;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33558;2018-07-01;2018-07-31;hytp_4846;2691;PH;88000;1;299;2.7;2018-05-24;1986;1;2691;2018-06-08;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_33563;2018-07-01;2018-07-31;hytp_4847;4151;TEU;20000;48;48;2.99;2014-04-10;1979;1;4151;2014-05-05;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33571;2018-07-01;2018-07-31;hytp_4848;2121;TEU;115000;60;180;2.99;2014-10-27;1986;1;7871;2014-10-27;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_33571;2018-07-01;2018-07-31;hytp_4849;2121;TEU;5000;60;60;2.99;2014-10-27;1986;1;7871;2014-10-27;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_33579;2018-07-01;2018-07-31;hytp_4850;12211;PH;245000;1;285;2.85;2017-05-23;2014;1;12211;2017-06-02;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_33588;2018-07-01;2018-07-31;hytp_4851;2761;TEU;105000;60;213;2.69;2006-04-10;1989;1;2761;2017-06-03;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33592;2018-07-01;2018-07-31;hytp_4852;2551;PH;65000;60;240;3.4;2008-07-11;1975;1;2551;2013-08-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33592;2018-07-01;2018-07-31;hytp_4853;2551;PH;19300;60;186;2.89;2010-02-18;1975;1;2551;2017-03-04;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33612;2018-07-01;2018-07-31;hytp_4854;10861;TEU;175000;60;209;3.04;2017-11-07;2010;1;10861;2017-12-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33615;2018-07-01;2018-07-31;hytp_4855;11261;PH;139683.31;48;171;2.95;2004-05-25;2004;1;8921;2014-09-01;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33626;2018-07-01;2018-07-31;hytp_4856;1971;PH;230000;60;173;2.79;2010-11-03;1985;1;1971;2015-08-29;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33627;2018-07-01;2018-07-31;hytp_4857;12351;TEU;389000;60;360;2.99;2013-10-04;1957;1;12351;2013-09-28;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33627;2018-07-01;2018-07-31;hytp_4858;12351;TEU;111000;60;360;2.99;2013-10-04;1957;1;12351;2013-09-28;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33633;2018-07-01;2018-07-31;hytp_4859;3881;PH;179100.06;60;308;3.99;2012-06-05;2012;1;8001;2016-06-17;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_33654;2018-07-01;2018-07-31;hytp_4860;6421;PH;115000;60;360;2.99;2014-10-07;1962;1;7871;2014-10-07;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_33670;2018-07-01;2018-07-31;hytp_4861;6311;PH;39752.2;6;132;2.99;2014-06-03;1994;1;6311;2018-07-02;6 mois ouvert;Succursale Québec;DDH Québec;DDH Québec
cli_id_33670;2018-07-01;2018-07-31;hytp_4862;6311;PH;21939.74;60;158;2.84;2008-10-07;1994;1;6311;2016-05-01;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33670;2018-07-01;2018-07-31;hytp_4863;6311;PH;23137.25;60;174;3.39;2008-10-07;1994;1;6311;2015-01-01;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33670;2018-07-01;2018-07-31;hytp_4864;6311;PH;62923.01;60;158;2.84;2008-10-07;1994;1;6311;2016-05-01;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33670;2018-07-01;2018-07-31;hytp_4865;6311;PH;49666.68;1;243;0;2018-07-16;1994;1;6311;2018-07-31;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_33696;2018-07-01;2018-07-31;hytp_4866;8731;PH;617701;60;300;2.79;2017-09-20;1988;1;8731;2017-10-03;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33696;2018-07-01;2018-07-31;hytp_4867;8731;PH;243150.75;60;312;2.74;2011-12-22;1942;1;14001;2016-01-02;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_33710;2018-07-01;2018-07-31;hytp_4868;1821;PH;176728.5;60;300;4.49;2014-12-19;2014;1;9851;2014-12-19;60 mois;Succursale Québec;DDH hors Québec;DDH hors Québec
cli_id_33715;2018-07-01;2018-07-31;hytp_4869;14221;TEU;481000;120;132;3.69;2013-07-15;1905;1;14001;2013-07-11;120 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_33722;2018-07-01;2018-07-31;hytp_4870;4021;TEU;100000;60;360;2.79;2010-08-06;2010;2;8001;2015-09-02;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_33722;2018-07-01;2018-07-31;hytp_4871;4021;TEU;33000;48;360;2.69;2010-08-06;2010;2;8001;2015-09-01;48 mois;Succursale Québec;UDI;DDH Québec
cli_id_33727;2018-07-01;2018-07-31;hytp_4872;13501;PH;122000;1;178;3.1;2013-12-18;2008;1;7871;2013-12-18;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_33742;2018-07-01;2018-07-31;hytp_4873;491;PH;85500;24;180;3.14;2016-02-15;1960;1;491;2018-02-16;24 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33758;2018-07-01;2018-07-31;hytp_4874;4441;PH;202752;60;300;2.66;2016-10-11;2004;1;4441;2016-10-29;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33789;2018-07-01;2018-07-31;hytp_4875;3201;TEU;66000;60;360;2.84;2015-06-10;1988;1;3201;2015-07-02;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33789;2018-07-01;2018-07-31;hytp_4876;3201;TEU;176813.85;3;238;3.62;2018-05-01;1966;1;3201;2018-05-02;Renouvellement auto 3 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33789;2018-07-01;2018-07-31;hytp_4877;3201;TEU;109500;3;238;3.62;2013-01-29;1966;1;3201;2018-05-02;Renouvellement auto 3 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33789;2018-07-01;2018-07-31;hytp_4878;3201;TEU;70500;3;238;3.62;2013-01-29;1966;1;3201;2018-05-02;Renouvellement auto 3 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33796;2018-07-01;2018-07-31;hytp_4879;13701;PH;84150;60;190;3.67;2007-05-08;1987;1;13701;2014-01-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33796;2018-07-01;2018-07-31;hytp_4880;13701;PH;84150;60;183;3.67;2007-05-08;1987;1;13701;2014-01-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33814;2018-07-01;2018-07-31;hytp_4881;2941;TEU;126000;48;276;2.45;2014-05-20;1990;1;2941;2016-08-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33817;2018-07-01;2018-07-31;hytp_4882;13131;PH;9501.87;1;261;3.25;2013-10-02;1978;1;13131;2016-01-01;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33818;2018-07-01;2018-07-31;hytp_4883;4341;PH;121817.77;60;214;3.39;2009-05-20;2002;1;10201;2014-06-04;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33818;2018-07-01;2018-07-31;hytp_4884;4341;PH;177155.11;1;47;3.2;2004-07-06;2002;1;10201;2014-12-30;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33826;2018-07-01;2018-07-31;hytp_4885;12621;PH;211968;60;300;2.74;2015-04-13;1973;1;12621;2015-05-02;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33837;2018-07-01;2018-07-31;hytp_4886;5591;PH;176000;55;295;2.25;2011-12-15;1961;1;14001;2017-05-15;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_33845;2018-07-01;2018-07-31;hytp_4887;13511;PH;85252.36;48;182;2.55;2015-05-06;0;1;13511;2015-06-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33861;2018-07-01;2018-07-31;hytp_4888;11261;TEU;254623.46;1;231;3.3;2014-05-22;1983;1;5761;2017-05-11;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_33879;2018-07-01;2018-07-31;hytp_4889;11501;PH;69130;60;217;2.44;2010-06-18;1989;1;11501;2016-07-09;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33889;2018-07-01;2018-07-31;hytp_4890;10201;PH;102899.25;36;36;2.6;1998-12-04;1998;1;10201;2016-07-04;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33891;2018-07-01;2018-07-31;hytp_4891;1821;PH;140088.75;1;314;3.3;2009-08-11;1980;1;1821;2016-09-17;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33932;2018-07-01;2018-07-31;hytp_4892;10131;PH;189935.11;60;300;2.74;2016-07-19;2016;1;6971;2016-07-16;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_33940;2018-07-01;2018-07-31;hytp_4893;10971;PH;131720.48;48;288;3.09;2013-12-02;1982;1;5781;2014-12-02;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33940;2018-07-01;2018-07-31;hytp_4894;10971;PH;131720.48;60;252;3.09;2013-12-02;1982;1;5781;2017-12-02;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33946;2018-07-01;2018-07-31;hytp_4895;14101;TEU;1200000;60;300;3.23;2018-05-01;2016;1;14101;2018-06-01;60 mois;Succursale hors Québec;DDH Québec;DDH Québec
cli_id_33948;2018-07-01;2018-07-31;hytp_4896;13131;PH;319124;36;300;2.59;2017-05-08;1994;1;13131;2017-07-01;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33949;2018-07-01;2018-07-31;hytp_4897;11351;PH;57083.6;24;300;2.59;2016-07-14;1989;1;11351;2016-08-09;24 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33951;2018-07-01;2018-07-31;hytp_4898;1071;PH;161185.25;49;289;3.59;2014-08-29;1910;1;1071;2014-10-11;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33951;2018-07-01;2018-07-31;hytp_4899;1071;PH;160934.83;60;265;2.59;2014-08-29;1910;1;1071;2016-11-10;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33951;2018-07-01;2018-07-31;hytp_4900;1071;PH;9900.92;48;289;2.95;2014-08-29;1910;1;1071;2014-10-10;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33965;2018-07-01;2018-07-31;hytp_4901;2231;PH;169500;48;126;2.69;2011-09-21;1900;2;2231;2015-09-20;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33965;2018-07-01;2018-07-31;hytp_4902;2231;PH;169500;48;112;2.54;2011-09-21;1900;2;2231;2016-10-16;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_33979;2018-07-01;2018-07-31;hytp_4903;13701;PH;95744;1;195;3.35;2016-02-19;2012;1;13701;2016-06-08;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_33979;2018-07-01;2018-07-31;hytp_4904;13701;PH;95744;60;300;2.84;2016-04-07;2012;1;13701;2016-06-09;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_33983;2018-07-01;2018-07-31;hytp_4905;7401;TEU;200000;36;360;2;2016-04-22;2013;1;7401;2016-04-17;36 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33983;2018-07-01;2018-07-31;hytp_4906;7401;TEU;490987;36;352;2.19;2016-12-06;2013;1;7401;2016-12-04;36 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_33984;2018-07-01;2018-07-31;hytp_4907;14001;PH;288000;60;360;2.44;2017-01-27;2001;1;14001;2017-02-02;60 mois;Courtier hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_33994;2018-07-01;2018-07-31;hytp_4908;3781;TEU;38000;60;60;2.5;2016-09-08;1870;1;3781;2016-10-01;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_34015;2018-07-01;2018-07-31;hytp_4909;12251;TEU;57500;60;112;2.89;2011-05-18;1978;1;12251;2016-05-07;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_34028;2018-07-01;2018-07-31;hytp_4910;10251;PH;200000;36;255;2;2015-05-22;1997;1;791;2018-07-01;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34028;2018-07-01;2018-07-31;hytp_4911;10251;PH;44572.01;36;255;2.29;2015-05-20;1997;1;791;2018-07-01;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34038;2018-07-01;2018-07-31;hytp_4912;10351;PH;293068.8;48;300;2.95;2014-08-01;2008;1;10351;2014-08-10;48 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_34042;2018-07-01;2018-07-31;hytp_4913;13151;PH;149000;48;203;2.95;2013-10-15;1991;1;13151;2014-10-12;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34043;2018-07-01;2018-07-31;hytp_4914;11331;TEU;206000;60;360;2.89;2017-11-03;1900;1;11331;2017-12-01;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34051;2018-07-01;2018-07-31;hytp_4915;421;TEU;67500;48;72;2.95;2007-06-22;2004;1;421;2014-12-28;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34051;2018-07-01;2018-07-31;hytp_4916;421;TEU;67500;48;72;2.95;2007-06-22;2004;1;421;2014-12-28;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34054;2018-07-01;2018-07-31;hytp_4917;4571;PH;148480;60;300;2.9;2015-08-11;1980;1;4571;2015-08-28;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34059;2018-07-01;2018-07-31;hytp_4918;12131;PH;134000;60;192;2.95;2009-06-01;1990;1;12131;2018-07-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34063;2018-07-01;2018-07-31;hytp_4919;3411;PH;181107.9;1;266;3;2011-08-26;2006;1;5921;2016-09-23;Variable sans plafond 5 ans;Succursale hors Québec;DDH hors Québec;DDH hors Québec
cli_id_34063;2018-07-01;2018-07-31;hytp_4920;3411;PH;173475;1;263;3;2011-08-26;2006;1;5921;2016-08-26;Variable sans plafond 5 ans;Succursale hors Québec;DDH hors Québec;DDH hors Québec
cli_id_34073;2018-07-01;2018-07-31;hytp_4921;2291;PH;129024;48;300;2.8;2016-01-08;1880;1;2291;2016-01-24;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34081;2018-07-01;2018-07-31;hytp_4922;12361;TEU;37100;60;96;2.78;2016-02-03;1971;1;12361;2016-02-06;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34081;2018-07-01;2018-07-31;hytp_4923;12361;TEU;86600;60;180;2.78;2016-02-03;1971;1;12361;2016-02-06;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34081;2018-07-01;2018-07-31;hytp_4924;12361;TEU;45190;60;60;2.78;2016-02-03;1971;1;12361;2016-03-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34085;2018-07-01;2018-07-31;hytp_4925;4291;PH;115000;60;228;2.7;2010-08-13;1980;1;4291;2015-09-26;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34103;2018-07-01;2018-07-31;hytp_4926;2181;PH;279200;60;360;2.56;2017-03-30;1963;1;2181;2017-06-01;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34106;2018-07-01;2018-07-31;hytp_4927;14771;TEU;30000;48;175;2.35;2011-09-22;2011;1;5961;2016-09-24;48 mois;Succursale Québec;UDI;DDH Québec
cli_id_34111;2018-07-01;2018-07-31;hytp_4928;13731;PH;94072.8;48;351;2.49;2009-05-22;1992;1;5761;2015-04-27;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34111;2018-07-01;2018-07-31;hytp_4929;13731;PH;94072.8;48;349;2.49;2009-05-22;1992;1;5761;2015-04-27;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34113;2018-07-01;2018-07-31;hytp_4930;6841;TEU;119000;60;161;3.04;2017-10-11;1976;1;6841;2017-11-02;60 mois;Partenariat;Partenariat;Partenariat
cli_id_34127;2018-07-01;2018-07-31;hytp_4931;3831;PH;127500;1;346;2.99;2017-05-15;1983;1;3831;2017-06-30;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_34128;2018-07-01;2018-07-31;hytp_4932;2291;PH;66400;60;360;3.39;2013-06-18;1954;1;5831;2013-06-18;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34129;2018-07-01;2018-07-31;hytp_4933;261;PH;72514.45;60;333;3.49;2010-10-26;2010;1;8001;2018-03-01;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_34129;2018-07-01;2018-07-31;hytp_4934;261;PH;72514.45;60;360;2.79;2010-10-26;2010;1;8001;2015-11-02;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_34139;2018-07-01;2018-07-31;hytp_4935;13601;TEU;173362.64;48;281;2.71;2011-06-24;1978;1;7871;2016-04-01;48 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_34153;2018-07-01;2018-07-31;hytp_4936;2801;TEU;132048.71;60;240;3.19;2018-05-31;1995;1;2801;2018-06-16;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34153;2018-07-01;2018-07-31;hytp_4937;2801;TEU;7951.29;24;24;3.19;2018-05-31;1995;1;2801;2018-06-22;24 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34163;2018-07-01;2018-07-31;hytp_4938;13751;PH;261590.31;60;312;2.39;2016-06-21;2001;1;13751;2016-07-02;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34163;2018-07-01;2018-07-31;hytp_4939;13751;PH;340800;1;336;3.05;2016-06-23;1991;3;13751;2016-07-14;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_34163;2018-07-01;2018-07-31;hytp_4940;13751;PH;247000;37;360;0;2018-04-30;2003;1;13751;2018-08-18;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34163;2018-07-01;2018-07-31;hytp_4941;13751;PH;98000;1;360;0;2018-04-30;2003;1;13751;2018-08-17;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_34163;2018-07-01;2018-07-31;hytp_4942;5791;PH;337000;6;300;4.4;2018-05-02;2003;1;5791;2018-08-30;6 mois;DDH Québec;DDH Québec;DDH Québec
cli_id_34164;2018-07-01;2018-07-31;hytp_4943;12191;PH;150000;48;103;2.95;2009-11-30;1948;2;7871;2014-12-07;48 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_34173;2018-07-01;2018-07-31;hytp_4944;6321;TEU;162000;60;263;3.14;2015-05-01;1968;1;6321;2018-03-24;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34173;2018-07-01;2018-07-31;hytp_4945;6321;TEU;148000;48;300;2.79;2017-10-10;1968;1;6321;2017-10-29;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34176;2018-07-01;2018-07-31;hytp_4946;13111;PH;79373.92;48;324;3.09;2009-12-16;0;1;13111;2018-01-01;48 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_34176;2018-07-01;2018-07-31;hytp_4947;13111;PH;55500;48;324;3.09;2009-12-23;0;1;13111;2018-01-01;48 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_34177;2018-07-01;2018-07-31;hytp_4948;2711;PH;110594.96;36;241;3.39;2013-03-28;1979;1;7871;2018-03-28;36 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_34192;2018-07-01;2018-07-31;hytp_4949;441;PH;206705.12;60;231;2.54;2012-07-25;1993;1;7871;2017-07-14;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_34198;2018-07-01;2018-07-31;hytp_4950;13881;TEU;255000;48;360;2.95;2014-11-04;2000;1;13881;2014-11-09;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34205;2018-07-01;2018-07-31;hytp_4951;12111;PH;124000;60;360;4.74;2016-10-24;2004;1;12111;2016-12-09;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34237;2018-07-01;2018-07-31;hytp_4952;8041;PH;450000;60;300;2.99;2015-04-08;1956;6;8041;2015-05-01;60 mois;UDI;UDI;UDI
cli_id_34243;2018-07-01;2018-07-31;hytp_4953;761;PH;247836.19;12;26;3.04;2008-01-17;1980;1;1261;2018-03-01;12 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34253;2018-07-01;2018-07-31;hytp_4954;13841;PH;78394;60;300;3.14;2015-01-30;1970;1;13841;2015-03-02;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34255;2018-07-01;2018-07-31;hytp_4955;301;PH;200671.11;12;206;2.99;2010-01-18;2009;1;5811;2018-02-01;12 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34265;2018-07-01;2018-07-31;hytp_4956;11361;TEU;30000;48;71;2.95;2010-05-27;2002;1;11361;2014-07-27;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34265;2018-07-01;2018-07-31;hytp_4957;11361;TEU;30000;48;72;2.95;2010-05-27;2002;1;11361;2014-07-27;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34266;2018-07-01;2018-07-31;hytp_4958;2711;PH;147463;6;360;4.4;2016-09-30;1983;1;2711;2018-07-02;6 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_34266;2018-07-01;2018-07-31;hytp_4959;2711;PH;184000;48;360;2.74;2015-04-29;1926;3;2711;2015-05-15;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34266;2018-07-01;2018-07-31;hytp_4960;2711;PH;10000;60;340;2.4;2016-11-04;1926;3;2711;2016-12-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34267;2018-07-01;2018-07-31;hytp_4961;13111;TEU;25500;1;331;3.15;2016-01-25;1995;1;13111;2016-02-01;Variable sans plafond 5 ans;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_34288;2018-07-01;2018-07-31;hytp_4962;3811;TEU;35000;1;19;3.25;2016-12-22;2003;1;14001;2016-12-16;Variable sans plafond 5 ans;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_34304;2018-07-01;2018-07-31;hytp_4963;13151;TEU;150615.85;36;238;2;2007-03-14;1983;1;4641;2016-07-25;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34305;2018-07-01;2018-07-31;hytp_4964;3781;PH;95000;60;181;3.39;2013-04-24;0;1;3781;2018-05-01;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_34309;2018-07-01;2018-07-31;hytp_4965;4641;PH;279143.25;48;280;2.74;2011-07-05;1950;2;5761;2016-06-26;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34312;2018-07-01;2018-07-31;hytp_4966;821;PH;352000;48;211;2.39;2012-08-22;1957;1;5781;2016-08-24;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_34330;2018-07-01;2018-07-31;hytp_4967;10721;PH;164500;60;249;2.78;2015-05-01;1915;2;10721;2017-08-05;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34330;2018-07-01;2018-07-31;hytp_4968;10721;PH;16295.72;48;244;2.91;2017-10-11;1915;2;10721;2017-11-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34335;2018-07-01;2018-07-31;hytp_4969;12901;PH;75000;60;300;2.24;2015-03-30;1995;1;12901;2015-05-02;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_34337;2018-07-01;2018-07-31;hytp_4970;12351;TEU;48067.78;48;100;2.95;2014-07-29;1981;1;12351;2014-10-01;48 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
